Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
Grand Champsec, 1950 Sion;Lot J-303 - Appartement de 4.5 pces au 3ème;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 4.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter.La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot J-303 est un appartement de 4.5 pces de 94 m2 au 3ème, distribué comme suit :. hall d'entrée. une cuisine ouverte sur le séjour donnant accès au balcon. une chambre à coucher avec salle de bain attenante et un accès au balcon. un espace pour la colonne de lavage et WC aussi dans la salle de bain attenante. deux chambres donnant sur le balcon. un WC invité. une salle de doucheEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";4.5;111.0;675000.0;6081.081081081081
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 4.5 Zimmer Eigentumswohnung WA4;;4.5;138.0;965000.0;6992.753623188406
Viale Carlo Pereda, 5, 6828 Balerna;BALERNA – SOLEGGIATO 2.5 LOCALI;;2.5;60.0;345000.0;5750.0
1958 St-Léonard;Duplex;Nouveau sur la commune de St-Léonard.Construction de 4 appartements sur la rive gauche. Orientée plein sud, cette construction moderne et raffinée bénéficie d'un ensoleillement optimal. De par sa situation, cet appartement en duplex offre un superbe confort de vie.Disposition du duplex :RezEntrée indépendante Séjour/cuisine Accès loggia et terrasse Une première chambreDeuxième chambre avec accès au jardin/terrasseUne salle de bains Etage HallVide sur le séjourUne chambreUne pièce libre d'aménagement Une salle de bains Balcon loggia Compléments :Le Loft C bénéficie d'un droit d'usage sur tout le jardin Construction moderne et raffinéeLe confort d'une petite PPE (uniquement 4 appartements)Situation optimale entre Sion et Sierre Panneaux solaires Quatre réservoirs d'eau de pluie au s-solChauffage à pellets avec une distribution au solPrivacité augmentée par la séparation des entrées Coefficient énergétique élevéPlusieurs places de parc en sus du prix de vente, CHF 15'000.- la place Les choix des finitions sont au gré des acheteurs Début des travaux été 2024;4.5;111.0;669000.0;6027.027027027027
Pian Scairolo, 11, 6998 Monteggio;2.5 a Monteggio con grande terrazza con vista sul verde;;2.5;55.0;375000.0;6818.181818181818
Schmalzgasse 4, 9526 Zuckenriet;MFH Zuckenriet / WHG 2;;4.5;142.0;950000.0;6690.140845070423
Gändli 28a, 6468 Attinghausen;Wohnung 3.5 Zimmer;;3.5;85.0;810000.0;9529.411764705883
1740 Neyruz FR;Bel appartement en duplex neuf dans un cadre verdoyant - Lot C2;Située au sein d'un environnement calme et résidentiel et entourée d'un splendide paysage verdoyant, cette belle villa jumelée vous séduira par sa modernité, ses spacieux volumes lumineux et son confort.- 4.5 pièces d'environ 115 m²- Parcelle de 224 m²- Suite parentale avec dressing- Grande terrasse- 2 places de parc extérieures dont une couverte;4.5;115.0;890000.0;7739.130434782609
2500 Biel/Bienne;Péry - Parc Soleil - Villa N3;;5.5;130.0;885500.0;6811.538461538462
Route de Pré-Pury 60, 1749 Torny;"2ème étape ""Les Résidences de Middes"" ? Spacieux 4.5 pièces au rez-de-chaussée";Calme et sérénité à proximité de PayerneLa nouvelle résidence « Village » est située dans un cadre bucolique, au coeur de la charmante commune de Torny, qui se trouve à mi-chemin entre Yverdon-les-Bains et Fribourg.Bénéficiant d'un environnement calme et paisible, tout en permettant d'accéder en 10 minutes en voiture à la ville de Payerne, ses commerces, restaurants, écoles et infrastructures, cette promotion est un lieu de vie idéal.Cette nouvelle réalisation est composée de 13 appartements lumineux, offrant de grands volumes ainsi que de beaux espaces extérieurs.Une place de stationnement intérieure est disponible en sus du prix de vente.La liste des appartements disponibles peut être consultée sur www.lesresidencesdemiddes.ch.N'hésitez pas à nous contacter pour de plus amples informations ou pour une visite au 026 347 47 60, nous serons ravis de vous renseigner.***Le lot 00.01 au rez de 4.5 pièces est disposé comme suit :- Un hall d'entrée avec armoires murales- Un séjour / cuisine- 3 chambres à coucher, dont 1 chambre parentale avec espace dressing et salle de bain attenante- Une salle de douche / toilettes avec un espace pour colonne de lavage- Un balcon, une terrasse et un grand jardin;4.5;153.0;735000.0;4803.921568627451
1958 Uvrier;2.5pces en rez-jardin !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !C4-182 : Appartement de 2,5 pièces Surface habitable : 61 m2Terrasse : 19 m2Surface de vente : 67 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre- 1 Salle de bain avec douche- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Terrasse de 19 m2- 1 Cave (C151)PARKING :Plus de places extérieures disponibles9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;67.0;353000.0;5268.6567164179105
1904 Vernayaz;De l'espace !;UNE EXCLUSIVITE BERRA IMMOBILIERDans une nouvelle promotion : superbe 3.5 pièces orienté Sud-Ouest, situé au 1er étage d'une nouvelle promotion.Située dans un quartier calme, cette résidence saura vous séduire par une architecture moderne et audacieuse.Vous y trouverez des appartements lumineux, spacieux et avec une vue dégagée sur les montagnes environnantes.CET APPARTEMENT EST AGENCÉ COMME SUIT- Entrée avec armoire/penderie encastrée- WC visiteurs- Salle d'eau avec baignoire- 2 chambres- Pièce à vivre avec cuisine ouverte- BalconCARACTÉRISTIQUES- Environnement calme- Architecture moderne- 2 immeubles sur 3 niveaux- Appartements lumineux et spacieux- Isolation périphérique- Chauffage au sol basse température- Thermostats d'ambiance- Compteurs individuels- Fenêtres et portes-fenêtres en PVC- Triple vitrage- Balustrades verre/inox- Stores métalliques à lamelles- Commande électrique par interrupteur sur les baies vitrées- Hottes à charbon actif- Raccordement pour colonne de lavage- Cave- Ascenseur- Pré-installation de bornes de recharge pour véhicules électriques- Place de jeux- Construction selon les normes SIA en vigueurPARKING (en sus et obligatoire)- 1 place extérieure couverte à CHF 18'000.-- 1 place extérieure non couverte à CHF 10'000.-COMMODITÉS- Commerces de proximité, cafés/restaurants- École primaire à 500 mètres- Gare de Vernayaz à 10 minutes à pied- Martigny à 5 minutes- À moins de 10 minutes des accès autoroutiers- À moins de 20 minutes de MontheyN'hésitez pas à nous demander pour un rendez-vous sur place ! +41 79 464 11 48*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH***;3.5;108.0;485000.0;4490.740740740741
Untere Grundgasse 9, 9500 Wil SG;3. OG - 147 m² grosse 4.5-Zi.-Wohnung - Stadt Wil;"Am Grundweg 11 in Wil (1. Etappe) können Sie eine fertig ausgebaute und möblierte Muster-Wohnung sowie das Projekt-Modell 1:200 besichtigen. Vereinbaren Sie einen unverbindlichen Besichtigungstermin.Auf der Sonnenseite an attraktiver und sonniger Hanglage entsteht in der Stadt Wil SG die moderne Wohnüberbauung ""Neualtwil"" - 2. Bauetappe mit 2½- bis 5½-Zimmer-Eigentumswohnungen. Der Bezug ist ab Herbst 2024.Die Stadtbus-Haltestelle ist in unmittelbarer Nähe bei der Grund- oder Hofbergstrasse. Der Bus hat regelmässige Verbindungen Richtung Stadtzentrum und Bahnhof (SBB/IC/IR). Der Autobahnzubringer Wil ist 5 Minuten entfernt. Auch zu Fuss ist das Stadtzentrum (sämtliche Einkaufsmöglichkeiten, Restaurants, Banken, Post, Bahnhof, etc.) in ca. 15 Minuten erreichbar. Die Kinder besuchen alle Schulstufen bis zur Kantonsschule in Wil.Gerne möchten wir Ihnen die wesentlichsten Punkte näher vorstellen. • Die Mehrfamilienhäuser sind optimal angeordnet und besonnt. • moderne Architektur: Dank den teilweise raumhohen Fenstern gelangt sehr viel Licht in die Wohnräume. • Der durchdachte Grundriss bietet viel Raum für individuelles Wohnen. • breiter, grosszügiger Eingangsbereich/Korridor mit Einbauschränken/Garderobe • offene Küche mit modernsten Geräten • grosszügiges Wohnen/Essen/Küche • Elternzimmer mit eigener Dusche/WC • zusätzliches separates Bad/Dusche/WC • Jede Wohnung verfügt über einen eigenen Wasch- sowie Kellerraum. • sonniger, gedeckter Balkon • In der Wohnung befindet sich ein Reduit/Abstellraum. • Die Gebäude werden massiv und erdbebensicher erstellt und erreichen ausgezeichnete Schallwerte - 1A-Bauweise - bewährte Vetter-Qualität. • Mit dem Lift gelangen Sie direkt und komfortabel von der Tiefgarage ins Wohngeschoss (rollstuhlgängig). • Für die parkähnliche Umgebungsgestaltung wurde ein erfahrener Landschaftsarchitekt beauftragt. • Alle Bauten werden im Minergie-Standard (zertifiziert) erstellt, so wird auch der Umwelt speziell Sorge getragen. • Die Häuser werden mit Erdwärme / Tiefenbohrungen beheizt. Auf dem Dach wird die hauseigene Photovoltaik-Anlage für die Stromerzeugung montiert. In der Tiefgarage ist ein Management für Elektromobilität vorgesehen. • Jede Wohnung verfügt über eine eigene Komfortlüftung. • Minergie: mehr Wohnqualität, gute Wirtschaftlichkeit, geringer Energieverbrauch, dichtere Gebäudehülle • günstige MINERGIE-Hypotheken (Fragen Sie Ihre Hausbank) Tiefgaragenplatz à Fr. 35'000.00Tiefgaragenplatz mit Abstellraum à Fr. 49'000.002 Tiefgaragenplätze (hintereinander) à Fr. 60'000.00Motorradabstellplatz à Fr. 5'000.00zusätzlicher Abstellraum ab Fr. 16'000.00Die detaillierte Dokumentation über dieses und alle weiteren Projekte finden Sie unter www.vetter.ch. Für einen unverbindlichen Besichtigungstermin steht Ihnen Stefan Vetter unter Telefon 052 369 45 48 oder Mobile 079 278 55 99 gerne zur Verfügung.";4.5;147.0;1075000.0;7312.925170068027
1958 Uvrier;Attique !!!;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B2-74 : Appartement de 4,5 pièces en attiqueBalcon : 74 m2Surface de vente : 163 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre avec salle de bain privative avec douche et accès sur une loggia de 5 m2- 2 Chambres- 1 Salle de bain avec baignoire- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Balcon de 68 m2- 1 Cave (C56)PARKING :2 Places de parc intérieures à CHF 35'000./unité - en sus obligatoireCOMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;4.5;163.0;829000.0;5085.889570552147
1564 Domdidier;Magnifique villa individuelle en construction à proximité de Payerne!;"Vous rêvez de posséder votre propre maison avec de spacieux extérieurs ? Découvrez notre nouveau projet "" Le Clos de Chany "" situé dans la Commune villageoise de Domdidier, à seulement 10 minutes en voiture de Payerne !Au coeur de la Broye, ce projet vous propose un charmant quartier contemporain de 14 villas jumelées ou individuelles.La promotion jouit d'un environnement calme, proche de toutes les commodités et activités. Tout est réuni afin de bénéficier d'un cadre de vie idéal.Cette villa individuelle se compose de 5.5 pièces, dont 4 chambres à coucher. La surface utile de 265 m2 se répartie sur deux étages. Une spacieuse terrasse de 45m2, un jardin ainsi qu'un grand garage complètent ce bien. La construction est en cours. Les finitions sont au gré des acquéreurs, ce qui vous laissera le choix d'apporter votre touche personnelle. La livraison est prévue pour l'été 2025. De plus amples informations sont disponibles sur: www.clos-chany.chPrix de vente: CHF 1'300'000.-N'oubliez pas que le canton de Fribourg bénéficie d'un taux d'imposition favorable et que depuis le début de l'année 2024, le canton a instauré une motion visant à introduire des exonérations des droits de mutation pour les achats immobiliers destinés à servir de résidence principale !";5.5;170.0;1300000.0;7647.058823529412
6600 Locarno;Zweitwohnsitz, 3.5-Zimmer – Ihre Ferienwohnung im Herzen von Locarno;;3.5;99.0;980000.0;9898.9898989899
2067 Chaumont;Maison contiguë à Chaumont;;4.5;115.0;820000.0;7130.434782608696
Schafmattweg 104, 4102 Binningen;Attraktives Wohnen im 2. OG auf 118 m2 Wohnfläche mit 2 Balkonen!;ObjektbeschreibungDie 3 1/2 Zimmerwohnung liegt mittig im 2. Obergeschoss und verteilt sich über rund 118 m2. Konzeptionell aufgeteilt ist das Objekt wie folgt:- 60.26 m2 Wohn- / Essbereich inkl. offene Küche- 18.68 m2 Elternschlafzimer- 14.85 m2 Kinderzimmer / Büro- 6.30 m2 Bad- 6.14 m2 Dusche / WC- 2.37 m2 Gäste-WC- 3.17 m2 Reduit mit integriertem Waschturm- 5.81 Eingangsbereich Komplettiert wird diese exklusive Wohnung einerseits durch einen rund 20 m2 grossen und süd- / südwestlich ausgerichteten Balkon sowie durch den an der nördlichen Fassade geplanten Balkon mit rund 15 m2. ProjektbeschreibungDas im 3. Quartal 2024 fertiggestellte Neubauprojekt wird unter Berücksichtigung des Artikels 108 des Raumplanungs- und Baugesetzes (RBG) des Kantons Basel-Land in einer behindertengerechten Bauweise geplant und erstellt. Es umfasst 11 hochwertige Eigentumswohnungen, 2 voll ausgebaute Bastelräume mit integriertem WC (im UG), 11 Keller sowie eine hauseigene Einstellhalle mit 21 Autoabstellplätzen.Konzeptionell werden die 11 Wohnungen auf einen Baukörper mit fünf Stockwerken aufgeteilt. Das Gebäude verfügt über ein Untergeschoss, ein Erdgeschoss, ein 1. und 2. Obergeschoss sowie ein Attikastockwerk. Die einzelnen Stockwerke werden durch zwei interne Treppenhäuser sowie zwei moderne Liftanlagen miteinander verbunden.Bei der Innenausstattung werden exklusive und hochwertige Materialien verwendet. Die in der Baubeschreibung aufgeführte Materialauswahl dient als Vorschlag und ist gleichzeitig Grundlage für die jeweiligen Budgetpositionen.Im Kaufpreis inbegriffen ist ein Kellerabteil im entsprechenden Gebäude. Zusätzlich zur Wohnung muss aufgrund der gesetzlichen Vorschriften ein Parkplatz in der hauseigenen Einstellhalle entsprechend der subjektiv-dinglichen Verknüpfung mit erworben werden. Der Kaufpreis für diesen Parkplatz beträgt CHF 45’000.-. Es besteht zudem die Option für den Erwerb eines zweiten Parkplatzes für rund CHF 45’000.-.LagebeschreibungIn einem wunderbar erschlossenen und gleichzeitig ruhigen Wohnquartier in der Gemeinde Binningen entstehen an exklusiver Lage auf einer 1’781 m2 umfassenden Parzelle 11 hochwertige Eigentumswohnungen.Das Wohnquartier zeichnet sich u.a. durch eine vornehme, hervorragend erschlossene, ruhige und kinderfreundliche Lage aus.In nur wenigen Gehminuten können Einkaufsmöglichkeiten, Kita, Schulen sowie der öffentliche Verkehr einfach und bequem erreicht werden.;3.5;118.0;1500000.0;12711.864406779661
