Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
1987 Hérémence;Résidence au coeur des Alpes Valaisannes !;En ski jusqu'à votre domicile puis relax dans les Bains Thermaux !Nouvel immeuble de 11 appartements sur 5 niveaux dans un nouveau projet de centre de villégiature regroupant un hôtel 3* plus, des bars, des restaurants et des bains thermaux, dont un bassin intérieur et extérieur, un centre wellness ainsi que de superbes logements.Situé dans les 4 Vallées, le plus grand domaine skiable de Suisse, avec ses 420 km de pistes, entouré de sommets enneigés et de vallées encore sauvages, le complexe La Dixence offre une vue à couper le souffle sur la Dent Blanche et le majestueux Cervin. Des logements luxueux tous vendus en pleine propriété et sans obligation de location.Disponible en résidence secondaire et aux personnes ne résidant pas en Suisse.Appartement 2 - rez : Surface habitable : 200 m2Surface terrasse : 89 m2Surface de vente : 230 m2Situé au rez cet appartement de 3.5 pcs se compose de la manière suivante :- Un hall d'entrée avec armoires encastrées.- Une chambre avec une salle de douche.- Une chambre avec une salle de douche.- Deux chambres.- Une salle de bain avec baignoire.- Un wc pour les visiteurs.- Une cuisine ouverte sur le séjour.- Une cave.- Une grande terrasse.PROXIMITÉS :- Barrage de la Grande Dixence- Le Lac Bleu d'Arolla- Les Grands Bains d'Hérémence- Commerces locaux, restaurants,...- Sion à moins de 30min en voitureDeux places de parc intérieures sont rattachées à chaque appartement et sont vendues au prix de CHF 40'000.- l'unité.(Places non comprises dans le prix de vente de l'appartement).Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez-nous pour une visiteCyril : +41 79 464 11 35***Tous nos biens sont disponibles sur www.berra-immobilier.ch***;3.5;200.0;2057160.0;11237.0;Valais
Oberfeldweg 14, 4704 Niederbipp;«Stockacker-Village» - zum Wohle der Familie;;4.5;240.0;1354080.0;395.0;Bern
Zürichstrasse 3a, 4922 Bützberg;Neue 4 1/2 Zimmer Dachgeschosswohnung mit Galerie rechts;;3.5;190.0;885360.0;3385.0;Bern
In der Rüti, 8967 Widen;Wohnung 3.5 Zimmer (1. OG);;3.5;180.0;2428230.0;3051.0;Aargau
Route du Bouillet 13, 3975 Crans-Montana;Nouvelle construction à Crans-Montana;;3.0;290.0;2538900.0;6587.0;Valais
Montagne 17, 2300 La Chaux-de-Fonds;APPARTEMENT DE STANDING AVEC TERRASSE ET JARDIN;;3.5;140.0;917910.0;2719.0;Neuchâtel
Haldenstrasse 1a, 5726 Unterkulm;DAS SUCHEN HAT EIN ENDE. Wohnen im eigenen Heim;;3.5;150.0;1262940.0;656.0;Aargau
Grand Champsec, 1950 Sion;Lot I-304 - Appartement de 3.5 pces au 3ème;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Véritable écrin de verdure intégré au tissu urbain, ce projet composé de 8 immeubles à haute efficacité énergétique et à l'architecture épurée propose 191 appartements allant du studio au 4.5 pièces, spacieux et confortables.Vous y trouverez certainement votre futur cocon ! *** PHASE II - Spécial investisseur ***Vous cherchez à investir dans l'immobilier, découvrez de suite les nombreux studios à acheter.La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot I-304 est un appartement de 3.5 pces de 76 m2 au 3ème, distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès au balcon. une chambre à coucher avec salle de bain attenante et accès au balcon. un espace pour la colonne de lavage et baignoire dans la salle de bain attenante. un WC séparéEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";3.5;57.0;653600.0;2361.0;Valais
1911 Ovronnaz;Etage, vue dégagée;Vente aux étrangers et en résidence secondaire autoriséeVisitable de suiteSelon le lot, l'appartement est brut et possible de choisir ses finitions ou alors déjà terminé ou partiellement terminé16 appartements répartis sur 3 charmants petits bâtiments au look montagnard, 3.5p et 3.5pRez-jardin, 1er étage et attiques sous combles avec beaucoup de cachetTon les appartements jouissent d'une vue dégagée et imprenable à couper le souffle sur les montagnes environnantesAttention ! Certaines photos ici présentées sont soit du lot en question, soit d'un appartement témoin terminé pour avoir un avant-goût des finitions intérieures, merci de votre compréhension. En règle générale, chaque vue extérieure correspond au lot présenté.Ski et ballades à proximité, Bains thermaux. A 15 min de la plaine du Rhône et entrées-sorties autoroute.En bref :- orientation Sud, superbe vue- quartier calme, plus de possibilité de construire aux abords immédiats- cachet et grand volume sous toiture pour les attiques- Rez avec jardins d'angles privatifs- Etages avec superbe vue- Très lumineux : tous les apparts sont traversants, 1 salle de bain avec fenêtre, 1 borgne- finitions à choix selon l'appartement : type montagne, effet ardoise, parquet en chêne huilé, murs crépis à l'ancienne, boiseries, portes et cadres de portes effet vieux bois, cuisine avec granit noir et sapin thermochauffé- Canal de fumée prévu pour raccordement poêle à bois ou cheminée- penderie incluse- baies vitrées coulissantes à levage et toutes fenêtres en bois- suite parentale selon l'appartement- cuisine ouverte avec îlot central selon l'appartement- terrasses en partie ou complètement couvertes- stores électriques- chauffage au sol, à pellets- buanderie commune- cave incluse- ascenseur- parking en sus du prix : places extérieures, places intérieures, garages box, distribution selon lot choisiDistribution des espaces, liste des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition par téléphone et sur rendez-vous.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;3.5;51.0;598920.0;9765.0;Wallis
1904 Vernayaz;Spacieuse villa familiale dans nouveau lotissement;Vente sur plans 8 villas contigües et spacieuses 4.5 et 3.5p Pratiques et cosy, nombreuses possibilité d'aménagementGamme d'équipements inclus de base plus large que la moyenneEn bref :- orientation Sud pour toutes les villas- toutes les villas jouissent de terrasses dégagées en partie couverte et d'un jardin avec arrosage automatique- grand balcon à l'étage partie nuit et parfois loggia- suites parentales- grands séjours- cédules hypothécaires existantes sont offertes gratuitement- 3 salles d'eau par logement- construction traditionnelle dans les règles de l'art- stores électriques parties jour et suite parentale- spots LED encastrés dans le hall de distribution au rez- triple vitrage- gardes-corps au balcon en verre pincé- baies coulissantes à levage- possibilité de créer une véranda non chauffée au rez à hauteur de terrasse couverte, pré-autorisation déjà faite- tube vide pour voitures électrique prévu de base- chauffage au sol par PAC- panneaux solaires photovoltaïques en plus-values- emplacement pour colonne de lavage- une cave-réduit par villa- modifications possibles sur demande- 3 places de parking par villa en sus du prix : 1 place extérieure 10'000.- + 2 couvertes 18'000.- chacune- bande LED éclairage pour les couverts à voiture- finitions à choixDistribution des espaces, liste des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition par téléphone et sur rendez-vous en personne.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;3.5;200.0;890560.0;4881.0;Valais
Landstrasse 11, 8248 Uhwiesen;«Spitzwis» - die zeitlose Eleganz;;3.5;30.0;637980.0;3866.0;Zürich
1317 Orny;Bel appartement avec de généreuse pièces., possibilité de faire une pièce indépendante.;Magnifique dégagement sur la campagne, au calme profiter d'une belle terrasse avec jardin privé. Rez-de-chausséeHall d'entrée avec armoire vestiaire, dégagementWC visiteursSéjour avec accès direct sur la terrasseCuisine ouverte avec espace repas et accès sur la terrasseChambre parentale avec salle d'eau privative, douche, lavabo, wc ( possibilité de faire un studio indépendant)3 belles chambresSalle d'eau avec bain, lavabo, wc, et colonne pour lave et sèche-linge Sous-sol1 cave privative 10.5 m2ExtérieursTerrasse et jardin privatif devant séjour ~ 192 m2Possibilité de place de parc dans garage souterrain et à l'extérieur en sus;3.5;170.0;1679580.0;1603.0;Vaud
3960 Sierre;4.5 pièces en attique en ville de Sierre. Finitions au choix du preneur !;Berra vous propose aujourd'hui ce nouvel appartement, situé sur le versant sud de la vallée du Rhône, au beau milieu de la commune de Sierre. La promotion Squadro se compose de 24 appartements aux lignes épurées, sobres et élégantes, profitent d'un ensoleillement maximal grâce à leur exposition exceptionnelle.CARACTERISTIQUES : - Vue imprenable sur la vallée- Architecture contemporaine- Epaces de vie modernes totalement équipés- Parking et des ascenseurs adaptés à la norme SIA 500- Choix des matériaux de haute qualité- Finitions de goût- Stores amovibles- Double vitrage isolant- Chauffage PAC - distribution au solCOMPOSITION DE L'APPARTEMENT : - Grande terrasse sur 3 côtés dont 1 partie couverte- Débaras - Cave- 1 chambre enfant de 10m2- 1 salle de bain - Emplacement pour colonne de lavage- 1 chambre parentale de 15.9m2 avec salle d'eau privative- 1 salle de bain- Espace de vie (salle à manger - cuisine ouverte - séjour)EXTERIEURS - ANNEXES- Place de parc couverte : CHF 25'000.-- Place semi-couverte : CHF 15'000.-COMMODITÉCe bien est idéalement situé proche de toutes commodités, des transports publics (train et bus) et commerces.- Gare ferroviaire à moins de 150 mètres- Hôpital à 200 mètres- Arrêt de bus à proximitéDISTANCES.....à la Gare de Sierre - 12 min à pied...à l'école primaire de Beaulieu - 10 min à pied...à l'autoroute - 3 min en voiture...à Crans-Montana - 15 min en voiture...à Sion - 15 min en voiture...à Val d'Anniviers - 20 min en voiture.D'autres objets de différentes typologie sont disponibles à différents niveaux dans cette promotion. Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez-moi pour plus d'informations et/ou une visite sur place au 079 464 11 35 !!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;2.5;67.0;1158780.0;2041.0;Valais
Hauptstrasse 7, 6287 Aesch LU;Letzte 3.5 Zi. Wohnung mit See- und Weitsicht an Landwirtschaftszone;;3.5;200.0;1581930.0;6575.0;Aargau
Schulstrasse 4, 3414 Oberburg;NEUBAU: Nachhaltiger Lebensraum, 2.5 Zimmer im 1. Obergeschoss (Whg. 4);"Modern &amp; Nachhaltig: Lebensraum Oberburg Wohnen mit einem konsequenten Energiekonzept für moderne Menschen. Durchdacht für alle Lebensphasen! Ob Singles, Paare, Familien und ältere Menschen ? das Zuhause für die Zukunft. Entdecken Sie das spannende Neubauprojekt in Oberburg. 16 aussergewöhnliche und einzigartige Holzbau-Wohnungen mit einem konsequenten Energiekonzept, das keine Wünsche offenlässt. Hier verschmelzen Nachhaltigkeit und Ästhetik zu einem harmonischen Gesamtbild. Jede Wohnung zeugt von liebevollen Details und einer Auswahl an erstklassigen Materialien. Zusätzlich produziert Ihr künftiges Zuhause eigenständig Strom und Wärme ? Ihr Zuhause der Zukunft. Einzigartige Vorteile auf einen Blick: • Bezugsbereit 2024/2025* • Individueller Innenausbau nach Ihrem Geschmack • Moderne und helle Grundrissgestaltung • Holzbauweise und langlebige Materialien für höchsten Wohnkomfort • Minergie A-Standard, Eigenproduktion von Strom und Wärme • Grosser gemeinschaftlicher Garten mit schönen Begegnungszonen • E-Carsharing, Intelligente Mobilität durch gemeinsam genutztes Elektro-Fahrzeug • Ladestation für E-Bikes und E-Auto mit eigen produziertem Strom für alle • Zentrale und doch ruhige Lage im Ort, innerhalb einer Quartierstrasse • ZEV-Anlage mit Gebäudeautomation und individueller Steuerung je Wohnung • Jede Wohnung verfügt über einen geräumigen separaten Keller • Rollstuhlgängig mit Lift auf jede Etage (Stufen- bzw. Schwellenlos) • Metorwasser-Sammlung im Garten und zahlreiche weitere durchdachte Details • Endlich modernes Wohnen mit echter Nachhaltigkeit und zukunftsgerecht Das Mehrfamilienhaus fördert das Gemeinschaftsgefühl, während es jedem Einzelnen ausreichend Raum und persönliche Rückzugsorte bietet. Dieses Gemeinschaftsgefühl wird im gemeinsamen Garten, einer Oase der Erholung auf grüner Wiese, sowie durch das geteilte Elektrofahrzeug, welches moderne Mobilität für alle ermöglicht, weiter vertieft. Gerne präsentieren wir Ihnen weitere Details und Planunterlagen in einer persönlichen Besprechung. Zögern Sie nicht und noch heute zu kontaktieren. Jetzt können Sie sich noch die für Sie attraktivste Wohnung sichern ? nutzen Sie diese Chance. Dieses Objekt können Sie per Videoanruf besichtigen.";2.5;67.0;846300.0;596.0;Bern
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 3.5 Zimmer Eigentumswohnung WA5;;3.5;170.0;1132740.0;5069.0;Basel-Landschaft
1315 La Sarraz;Appartement neuf sur trois niveaux - Pompaples/La Sarraz;;2.5;54.0;839790.0;1492.0;Vaud
2500 Biel/Bienne;Péry - Parc Soleil - Villa S1;;3.5;180.0;1162030.0;1741.0;Bern
1963 Vétroz;Villa individuelle à construire à Vétroz !;C'est dans le charmant village viticole de Vétroz, à 10 minutes de Sion, que votre future maison vous attend ! Nous allons y construire des magnifiques villas individuelles et personnalisables. Il ne reste qu'une seule villa à construire ! N'attendez plus.Le terrain est situé au coeur du vignoble, en bordure de zone à construire. Vous bénéficierez d'un ensoleillement optimal et d'une belle vue. De topographie entièrement plate, il vous permettra d'optimiser vos aménagements extérieurs. La ville de Sion, comme les accès autoroutiers, sont à proximité. La gare d'Ardon, un arrêt de bus et les commerces sont à quelques minutes seulement.Vous aurez l'avantage d'être au calme, tout en étant proche des commodités. Cet emplacement est privilégié et rare. Un permis de construire est disponible et peut être utilisé afin de démarrer votre construction dans les meilleurs délais. Il vous permettra de réaliser la construction d'une belle villa de 3.5 pièces, excavée. Nos villas vous offrent des pièces lumineuses grâce à de grandes baies vitrées, un espace de vie confortable et une cuisine ouverte sur la salle à manger. L'étage nuit vous est proposé avec 4 chambres de bonnes dimensions et une grande salle de bain. Le système de chauffage par pompe à chaleur vous offre un système écologique et économique. Un appoint d'énergies renouvelables est prévu avec des panneaux solaires photovoltaïques. Parce qu'une visite est bien plus parlante que des plans ou des images, nous avons construit des villas d'exposition. Nos bureaux valaisans et notre villa d'exposition sont situés à Aproz. Nous pouvons également vous recevoir à Oron-la-Ville pour la visite de 2 autres villas. Nous sommes ouverts du lundi au samedi et nous nous réjouissons de vous recevoir afin de vous présenter nos possibilités de construction.Spécialisés dans la construction de villas clé-en-mains depuis 1997, nous misons sur des matériaux et techniques de qualité supérieure. Chez Prologis, tout la chaîne de construction de nos villas est contrôlée de très près afin de respecter les réglementations et de garantir des logements de qualité, respectueux de l'environnement et aptes à résister à l'usure du temps. Chaque construction est différente : nos acheteurs ont la liberté de personnaliser leur projet de construction dans la limite des contraintes techniques et des règlements des construction. Tous nos clients rencontrent notre architecte pour réaliser les plans de leur maison en fonction de leurs désirs.Un budget pour le paiement des frais annexes liés à votre construction fait partie de notre offre. Nous avons inclus les postes suivants : taxes de raccordement, taxes PC, frais de mise à l'enquête et d'architecture, géomètre, aménagements extérieurs et intérêts intercalaires. Les frais de notaire sont à prévoir en plus. Ils diffèrent selon la situation de chacun et nous nous tenons à votre disposition pour les estimer ensemble et les inclure dans votre projet. Faites-nous confiance pour votre construction ! Dessinez votre future villa avec nos architectes, choisissez les finitions et nous nous occupons de tout le reste. Nous vous remettrons les clés de votre future villa 6 mois après le début des travaux.(Textes et images non contractuels);3.5;210.0;1304600.0;6302.0;Valais
